Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_ord,Income_Category_ord,Card_Category_ord,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Gender_F,Gender_M,Attrition_Flag
-1.042527,-0.274879,-0.366676,-0.528178,0.655718,0.489370,-0.776350,-1.422579,-0.675743,-0.467060,-0.247377,0.314373,-0.994459,-0.509916,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
-0.667737,1.266156,0.009171,0.114666,0.655718,1.392009,-0.653121,0.194746,-0.816679,-0.086920,0.476243,0.061494,0.782650,2.166358,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.292947,-0.274879,0.009171,1.400353,0.655718,-1.315907,2.166615,-1.422579,-0.989441,-0.130737,-0.204811,-0.722015,-0.994459,0.828221,-1.410712,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-1.292386,1.266156,-1.870065,-0.528178,-1.329695,-0.413268,2.852030,-0.308750,-0.853050,-0.619234,-0.417641,0.028330,-0.900163,-1.178984,-1.410712,2.692095,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.456632,-1.045397,-0.742523,-1.813865,0.655718,-0.413268,0.616614,0.807536,0.992766,3.305318,1.455259,-0.141638,-0.530234,-1.178984,0.620603,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.581562,1.266156,0.635583,-1.171021,0.655718,2.294647,-0.524716,-0.567865,0.556317,-0.576305,-1.141261,-0.535465,-0.338017,0.828221,-1.410712,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
-0.292947,-1.045397,0.385018,0.757509,-0.336988,1.392009,-0.694528,0.824728,2.406680,-0.795981,-1.354091,2.673191,1.877930,2.166358,-0.733607,-0.247078,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.081281,-0.274879,0.886147,1.400353,-1.329695,2.294647,-0.359529,0.534912,0.970035,0.019661,0.603941,0.517505,0.086314,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.168018,0.495638,0.009171,-1.813865,-0.336988,2.294647,-0.123092,-1.422579,-0.834865,1.075998,0.561375,-0.067018,-0.994459,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
-0.043088,2.036673,0.134453,-0.528178,-0.336988,0.489370,-0.250836,1.015074,-1.621383,-0.252713,-0.162245,-1.215335,0.140715,-0.509916,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.081842,0.495638,-0.116112,0.114666,0.655718,-0.413268,-0.765558,-1.422579,0.729078,-0.465875,-1.141261,-0.796635,-0.994459,0.828221,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
-1.542246,0.495638,-1.619500,0.757509,0.655718,0.489370,-0.699814,0.780519,0.156239,-0.661866,-1.183827,-0.705432,1.881557,0.828221,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.417877,-0.274879,-1.368935,1.400353,-0.336988,1.392009,0.194947,0.985601,-0.257479,1.748050,-0.162245,-0.261858,-0.309002,0.828221,-0.733607,2.692095,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1.331141,0.495638,1.763124,-0.528178,-1.329695,-1.315907,2.852030,1.393310,0.178970,2.930212,2.093748,0.173424,-0.755093,1.497290,1.297708,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.456071,-1.045397,1.261994,-0.528178,-0.336988,1.392009,-0.487824,-0.014021,1.283733,-0.921806,-1.694618,1.537311,-0.000728,-0.509916,0.620603,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.456632,-1.815914,0.009171,-0.528178,0.655718,-0.413268,-0.349508,1.646285,-1.325870,0.035352,0.646507,-0.187239,0.670221,-1.178984,0.620603,-0.247078,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.043088,1.266156,0.635583,1.400353,-1.329695,-0.413268,0.013242,0.016680,-0.498435,-0.375578,-0.204811,-1.314828,-0.508474,-0.509916,-0.056502,-0.247078,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000
-0.667737,-1.045397,0.009171,1.400353,-0.336988,0.489370,0.381718,0.588945,-0.293850,0.034464,1.072166,1.014971,-0.501220,-0.509916,1.297708,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-0.417877,0.495638,0.009171,0.114666,-0.336988,1.392009,-0.561057,-1.422579,0.970035,-0.359886,-0.885866,-2.032009,-0.994459,0.828221,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
-0.542807,1.266156,-0.116112,0.114666,-0.336988,-0.413268,-0.455888,0.665084,-0.475704,-0.151165,0.476243,2.167434,0.383708,-0.509916,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.043088,-1.045397,-0.867806,-0.528178,0.655718,-0.413268,-0.684066,0.671224,-0.616640,0.081537,1.029600,0.430448,1.576910,2.166358,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.043088,0.495638,0.510300,1.400353,0.655718,0.489370,-0.544538,1.392082,-0.557538,-0.927431,-1.311525,-0.692996,1.268635,0.828221,1.297708,-0.247078,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.456071,-1.815914,1.637841,1.400353,-0.336988,-0.413268,0.433587,0.660172,-1.094007,-0.917365,-1.737184,0.007602,-0.504847,0.828221,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.417877,1.266156,0.009171,-0.528178,0.655718,-0.413268,2.852030,-0.135596,0.474483,-0.058499,0.348545,0.107096,-0.885656,-0.509916,1.297708,-0.247078,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.917597,-0.274879,-0.491959,1.400353,0.655718,-2.218545,-0.671071,0.290532,1.311011,-0.766671,-1.354091,-0.879546,1.011136,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.792667,2.036673,-0.366676,0.114666,-0.336988,1.392009,2.852030,0.420704,0.242619,-0.302451,-0.034548,-0.295023,-0.838509,-1.178984,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.705930,-0.274879,2.264253,0.757509,0.655718,-0.413268,-0.652350,0.938936,-0.207469,-0.163600,0.263414,0.082222,1.595043,0.159153,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.917597,0.495638,-0.867806,-0.528178,-1.329695,0.489370,-0.559515,1.668390,1.188259,-0.824402,-0.928432,-1.526251,1.587790,2.166358,0.620603,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.206772,-0.274879,1.011430,0.757509,-1.329695,0.489370,-0.445757,1.572603,-0.302942,-0.849567,-1.311525,-0.050435,0.942228,0.159153,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.168018,2.036673,0.009171,0.114666,-0.336988,-1.315907,-0.649707,0.387547,-0.225654,-0.250937,-0.247377,-0.303314,0.971242,0.828221,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-1.542246,-1.045397,-1.744782,1.400353,-1.329695,-2.218545,0.180081,0.857885,1.970231,-0.398966,0.050584,0.948642,-0.338017,-0.509916,-1.410712,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.917597,-1.045397,-0.993088,-0.528178,-0.336988,-1.315907,-0.790633,-1.422579,0.178970,-0.064124,0.731639,-0.299168,-0.994459,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.081842,-1.045397,0.510300,0.757509,1.648425,1.392009,-0.019575,1.140334,0.201702,-0.067677,0.391111,-0.282586,-0.098651,-0.509916,-1.410712,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.417877,-1.045397,-0.116112,1.400353,0.655718,-0.413268,-0.754546,-1.422579,0.088043,0.123873,0.944468,-0.162365,-0.994459,-0.509916,-0.056502,-0.247078,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
0.206772,2.036673,0.760865,0.757509,-1.329695,-0.413268,-0.677569,-0.037353,-0.666650,-0.106460,0.901902,-0.950020,0.666594,-0.509916,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.331702,1.266156,0.259736,-1.171021,0.655718,-0.413268,2.342594,-1.422579,-0.543899,-0.318142,-0.758168,-1.368721,-0.994459,-1.178984,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000
0.956351,0.495638,1.136712,0.114666,0.655718,-2.218545,-0.576805,0.609822,-0.562084,-0.815224,-0.289943,-0.025562,0.782650,0.159153,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.581562,1.266156,-0.366676,-1.171021,-0.336988,-0.413268,2.852030,0.846833,0.069858,2.889356,1.625523,-0.096036,-0.798614,0.159153,1.974813,5.631269,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.581562,0.495638,0.009171,1.400353,2.641131,-0.413268,-0.572730,0.397372,-0.248386,-0.218666,-0.204811,0.438740,0.579552,-0.509916,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.331702,0.495638,0.009171,-0.528178,-0.336988,0.489370,-0.790633,-1.422579,1.292825,0.048378,0.561375,1.885537,-0.994459,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.043088,0.495638,-0.241394,-1.171021,0.655718,-0.413268,-0.003827,-1.422579,-1.825968,-0.768447,-1.439223,-1.741820,-0.994459,-0.509916,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
1.206211,0.495638,0.886147,0.757509,-1.329695,2.294647,-0.377700,-0.497867,-0.766670,-0.843646,-1.481789,-1.173880,-0.468580,-1.178984,1.974813,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.542807,1.266156,0.009171,0.757509,-0.336988,0.489370,0.212017,-1.422579,-1.139470,-0.754532,-1.098695,-0.879546,-0.994459,0.159153,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000
-1.167456,1.266156,-0.993088,-0.528178,0.655718,1.392009,2.852030,-1.422579,-0.853050,-0.537522,-0.119680,0.243899,-0.994459,0.828221,1.974813,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.831421,0.495638,0.760865,-0.528178,-0.336988,1.392009,-0.780645,-0.731194,0.115322,-0.050209,0.774205,0.546524,0.340186,0.828221,-0.733607,-0.247078,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.206772,-0.274879,0.009171,-0.528178,0.655718,0.489370,2.038210,-1.422579,0.879108,-1.003518,-1.694618,0.306082,-0.994459,-0.509916,1.974813,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000
0.456632,-0.274879,0.009171,-0.528178,-0.336988,-0.413268,-0.547401,1.668390,0.374463,-0.430644,-0.289943,0.915478,1.508001,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.081842,1.266156,-0.241394,1.400353,0.655718,0.489370,1.052817,-1.422579,0.738171,-0.755717,-1.183827,-0.125055,-0.994459,0.828221,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.456632,-1.045397,0.385018,0.114666,0.655718,-0.413268,-0.304137,1.042091,-0.148367,0.155848,0.944468,-0.290877,0.249518,0.159153,1.297708,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-0.542807,0.495638,-0.867806,0.114666,0.655718,-0.413268,-0.327923,-1.422579,0.047126,0.103445,0.646507,0.612853,-0.994459,-0.509916,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.081281,0.495638,1.011430,-1.171021,-0.336988,0.489370,-0.238172,0.833325,-0.193830,1.069188,1.455259,-0.021417,0.039166,0.159153,1.974813,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.206772,-0.274879,0.886147,-0.528178,-0.336988,1.392009,0.103654,0.436669,-0.198376,-0.096394,0.220848,-0.647395,-0.421432,0.828221,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.081281,-0.274879,0.009171,0.757509,0.655718,0.489370,-0.656865,-1.422579,0.951849,0.196112,0.689073,0.202443,-0.994459,0.828221,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-1.417316,0.495638,-1.619500,1.400353,0.655718,-1.315907,-0.705540,0.259831,0.097136,-0.009057,0.603941,0.890605,1.254128,0.828221,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-1.167456,0.495638,0.009171,0.114666,-0.336988,1.392009,0.022052,0.342110,-0.502982,-0.747427,-1.439223,0.936206,-0.403298,0.828221,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.081842,-0.274879,0.510300,0.757509,0.655718,-0.413268,-0.660169,0.599998,-0.111996,-0.000471,0.774205,0.380702,1.283143,1.497290,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1.206211,-1.045397,1.387277,1.400353,-1.329695,-0.413268,-0.616229,0.575437,0.342639,0.000121,0.731639,0.293645,0.956735,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.581000,-1.815914,1.512559,0.114666,-1.329695,-0.413268,-0.485952,-0.550673,-1.162202,-0.700650,-1.141261,0.061494,-0.381538,0.828221,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.706491,0.495638,1.136712,0.757509,-0.336988,-2.218545,0.246816,0.677364,0.974581,-0.119191,-0.034548,0.484341,-0.425059,0.828221,-0.056502,-0.247078,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
-0.043088,1.266156,0.385018,0.114666,0.655718,0.489370,-0.590350,-1.422579,-0.011976,-0.102908,0.859336,0.563106,-0.994459,0.828221,-1.410712,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.081842,-0.274879,-0.867806,-1.171021,0.655718,-0.413268,2.228285,1.001566,-0.212015,0.900731,1.072166,-0.435972,-0.747840,-1.178984,1.974813,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
